,dbn,score,year
3662,06M152,0.292,2012-2013
3663,06M152,0.7975952,2014-2015
3664,06M152,0.64128256,2015-2016
3665,06M152,0.5511022,2016-2017
3666,06M152,0.53306615,2017-2018
3667,06M152,0.5511022,2018-2019
3668,06M152,0.53456914,2019-2020
3669,06M152,0.51803607,2020-2021
3670,06M152,0.501503,2021-2022
3671,06M152,0.48496994,2022-2023
3672,06M152,0.5310621,2023-2024
3673,06M153,0.852,2008-2009
3674,06M153,0.79,2009-2010
3675,06M153,0.682,2010-2011
3676,06M153,0.65,2011-2012
3677,06M153,0.491,2012-2013
3678,06M153,0.71943885,2014-2015
3679,06M153,0.6513026,2015-2016
3680,06M153,0.73947895,2016-2017
3681,06M153,0.62124246,2017-2018
3682,06M153,0.65531063,2018-2019
3683,06M153,0.58767533,2019-2020
3684,06M153,0.5200401,2020-2021
3685,06M153,0.4524048,2021-2022
3686,06M153,0.38476953,2022-2023
3687,06M153,0.44488978,2023-2024
3688,06M173,0.885,2008-2009
3689,06M173,0.558,2009-2010
3690,06M173,0.518,2010-2011
3691,06M173,0.332,2011-2012
3692,06M173,0.575,2012-2013
3693,06M173,0.7274549,2014-2015
3694,06M173,0.44689378,2015-2016
3695,06M173,0.7875751,2016-2017
3696,06M173,0.6673347,2017-2018
3697,06M173,0.64529055,2018-2019
3698,06M173,0.6222445,2019-2020
3699,06M173,0.5991984,2020-2021
3700,06M173,0.5761523,2021-2022
3701,06M173,0.5531062,2022-2023
3702,06M173,0.41082165,2023-2024
3703,06M178,,2014-2015
3704,06M178,0.8496994,2015-2016
3705,06M178,0.71943885,2016-2017
3706,06M178,0.5851703,2017-2018
3707,06M178,0.5531062,2018-2019
3708,06M178,0.59218436,2019-2020
3709,06M178,0.63126254,2020-2021
3710,06M178,0.67034066,2021-2022
3711,06M178,0.70941883,2022-2023
3712,06M178,0.737475,2023-2024
3713,06M187,0.7715431,2014-2015
3714,06M187,0.82965934,2015-2016
3715,06M187,0.6753507,2016-2017
3716,06M187,0.7014028,2017-2018
3717,06M187,0.8036072,2018-2019
3718,06M187,0.7890782,2019-2020
3719,06M187,0.7745491,2020-2021
3720,06M187,0.76002,2021-2022
3721,06M187,0.74549097,2022-2023
3722,06M187,0.76352704,2023-2024
3723,06M189,0.999,2008-2009
3724,06M189,0.622,2009-2010
3725,06M189,0.578,2010-2011
3726,06M189,0.622,2011-2012
3727,06M189,0.591,2012-2013
3728,06M189,0.6773547,2014-2015
3729,06M189,0.63527054,2015-2016
3730,06M189,0.5190381,2016-2017
3731,06M189,0.6593186,2017-2018
3732,06M189,0.7875751,2018-2019
3733,06M189,0.757515,2019-2020
3734,06M189,0.7274549,2020-2021
3735,06M189,0.6973948,2021-2022
3736,06M189,0.6673347,2022-2023
3737,06M189,0.6933868,2023-2024
3738,06M192,0.822,2008-2009
3739,06M192,0.386,2009-2010
3740,06M192,0.461,2010-2011
3741,06M192,0.576,2011-2012
3742,06M192,0.565,2012-2013
3743,06M192,0.51102203,2014-2015
3744,06M192,0.498998,2015-2016
3745,06M192,0.8236473,2016-2017
3746,06M192,0.7014028,2017-2018
3747,06M192,0.6833667,2018-2019
3748,06M192,0.6963928,2019-2020
3749,06M192,0.70941883,2020-2021
3750,06M192,0.7224449,2021-2022
3751,06M192,0.73547095,2022-2023
3752,06M192,0.7735471,2023-2024
3753,06M209,,2014-2015
3754,06M209,0.8156313,2015-2016
3755,06M209,0.83967936,2016-2017
3756,06M209,0.7334669,2017-2018
3757,06M209,0.74549097,2018-2019
3758,06M209,0.71042085,2019-2020
3759,06M209,0.6753507,2020-2021
3760,06M209,0.64028054,2021-2022
3761,06M209,0.6052104,2022-2023
3762,06M209,0.47094187,2023-2024
3763,06M210,0.86372745,2014-2015
3764,06M210,0.9058116,2015-2016
3765,06M210,0.757515,2016-2017
3766,06M210,0.76152307,2017-2018
3767,06M210,0.8116233,2018-2019
3768,06M210,0.77204406,2019-2020
3769,06M210,0.7324649,2020-2021
3770,06M210,0.69288576,2021-2022
3771,06M210,0.6533066,2022-2023
3772,06M210,0.7254509,2023-2024
3773,06M211,,2014-2015
3774,06M211,,2015-2016
3775,06M211,,2016-2017
3776,06M211,0.65531063,2017-2018
3777,06M211,0.66132265,2018-2019
3778,06M211,0.6548096,2019-2020
3779,06M211,0.6482966,2020-2021
3780,06M211,0.6417836,2021-2022
3781,06M211,0.63527054,2022-2023
3782,06M211,0.6292585,2023-2024
3783,06M218,0.4817,2006-2007
3784,06M218,0.56,2007-2008
3785,06M218,0.5310621,2014-2015
3786,06M218,0.6032064,2015-2016
3787,06M218,0.6292585,2016-2017
3788,06M218,,2017-2018
3789,06M218,0.6292585,2019-2020
3790,06M218,0.6292585,2020-2021
3791,06M218,0.6292585,2021-2022
3792,06M223,0.8236473,2014-2015
3793,06M223,0.91182363,2015-2016
3794,06M223,0.83767533,2016-2017
3795,06M223,0.88777554,2017-2018
3796,06M223,0.9298597,2018-2019
3797,06M223,0.91683364,2019-2020
3798,06M223,0.90380764,2020-2021
3799,06M223,0.8907816,2021-2022
3800,06M223,0.8777555,2022-2023
3801,06M223,0.9398798,2023-2024
3802,06M278,0.75951904,2014-2015
3803,06M278,0.85971946,2015-2016
3804,06M278,0.7995992,2016-2017
3805,06M278,0.81362724,2017-2018
3806,06M278,0.73547095,2018-2019
3807,06M278,0.749499,2019-2020
3808,06M278,0.76352704,2020-2021
3809,06M278,0.7775551,2021-2022
3810,06M278,0.7915832,2022-2023
3811,06M278,0.5991984,2023-2024
3812,06M293,0.547,2006-2007
3813,06M293,0.944,2007-2008
3814,06M293,,2008-2009
3815,06M293,,2009-2010
3816,06M293,0.76,2011-2012
3817,06M293,0.77,2012-2013
3818,06M293,0.91382766,2014-2015
3819,06M293,0.8476954,2014-2015
3820,06M293,0.9198397,2015-2016
3821,06M293,0.8476954,2015-2016
3822,06M293,0.8517034,2016-2017
3823,06M293,0.8777555,2016-2017
3824,06M293,0.7294589,2017-2018
3825,06M293,0.85971946,2017-2018
3826,06M293,0.6492986,2018-2019
3827,06M293,0.82965934,2018-2019
3828,06M293,0.7875751,2019-2020
3829,06M293,0.74549097,2020-2021
3830,06M293,0.7034068,2021-2022
3831,06M293,0.66132265,2022-2023
3832,06M293,0.7875751,2022-2023
3833,06M293,0.5350701,2023-2024
3834,06M293,0.81362724,2023-2024
3835,06M311,0.5751503,2014-2015
3836,06M311,0.6432866,2015-2016
3837,06M311,0.7074148,2016-2017
3838,06M311,0.81963927,2017-2018
3839,06M311,0.743487,2018-2019
3840,06M311,0.79108214,2019-2020
3841,06M311,0.83867735,2020-2021
3842,06M311,0.88627255,2021-2022
3843,06M311,0.93386775,2022-2023
3844,06M311,0.83767533,2023-2024
3845,06M314,0.768,2008-2009
3846,06M314,0.508,2009-2010
3847,06M314,0.375,2010-2011
3848,06M314,0.282,2011-2012
3849,06M314,0.571,2012-2013
3850,06M314,0.8176353,2014-2015
3851,06M314,0.7675351,2015-2016
3852,06M314,0.9398798,2016-2017
3853,06M314,0.8617234,2017-2018
3854,06M314,0.9559118,2018-2019
3855,06M314,0.93486977,2019-2020
3856,06M314,0.91382766,2020-2021
3857,06M314,0.89278555,2021-2022
3858,06M314,0.8717435,2022-2023
3859,06M314,0.7955912,2023-2024
3860,06M319,0.8206,2006-2007
3861,06M319,1.012,2007-2008
3862,06M319,0.6252505,2014-2015
3863,06M319,0.70941883,2015-2016
3864,06M319,0.7975952,2016-2017
3865,06M319,0.7074148,2017-2018
3866,06M319,0.6713427,2018-2019
3867,06M319,0.6447896,2019-2020
3868,06M319,0.6182365,2020-2021
3869,06M319,0.5916834,2021-2022
3870,06M319,0.56513023,2022-2023
3871,06M319,0.6513026,2023-2024
3872,06M321,0.5317,2006-2007
3873,06M321,0.369,2007-2008
3874,06M321,0.369,2019-2020
3875,06M321,0.369,2020-2021
3876,06M321,0.369,2021-2022
3877,06M322,0.5797,2006-2007
3878,06M322,0.767,2007-2008
3879,06M322,0.63126254,2014-2015
3880,06M322,0.76152307,2015-2016
3881,06M322,0.76152307,2016-2017
3882,06M322,0.7334669,2017-2018
3883,06M322,0.6012024,2018-2019
3884,06M322,0.60971946,2019-2020
3885,06M322,0.6182365,2020-2021
3886,06M322,0.6267535,2021-2022
3887,06M322,0.63527054,2022-2023
3888,06M322,0.50901806,2023-2024
3889,06M324,0.7855,2006-2007
3890,06M324,0.967,2007-2008
3891,06M324,0.86372745,2014-2015
3892,06M324,0.87374747,2015-2016
3893,06M324,0.73947895,2016-2017
3894,06M324,0.76953906,2017-2018
3895,06M324,0.87374747,2018-2019
3896,06M324,0.8512024,2019-2020
3897,06M324,0.8286573,2020-2021
3898,06M324,0.80611223,2021-2022
3899,06M324,0.78356713,2022-2023
3900,06M324,0.7214429,2023-2024
3901,06M325,0.767,2008-2009
3902,06M325,0.151,2009-2010
3903,06M325,0.322,2010-2011
3904,06M325,0.544,2011-2012
3905,06M325,0.278,2012-2013
3906,06M325,0.5350701,2014-2015
3907,06M325,0.58717436,2015-2016
3908,06M325,,2016-2017
3909,06M325,0.58717436,2019-2020
3910,06M325,0.58717436,2020-2021
3911,06M325,0.58717436,2021-2022
3912,06M326,0.4828,2006-2007
3913,06M326,0.845,2007-2008
3914,06M326,0.66533065,2014-2015
3915,06M326,,2015-2016
3916,06M326,0.66533065,2019-2020
3917,06M326,0.66533065,2020-2021
3918,06M326,0.66533065,2021-2022
3919,06M328,0.7606,2006-2007
3920,06M328,0.533,2007-2008
3921,06M328,0.4288577,2014-2015
3922,06M328,0.5390782,2015-2016
3923,06M328,0.4749499,2016-2017
3924,06M328,0.57114226,2017-2018
3925,06M328,0.61523044,2018-2019
3926,06M328,0.6307615,2019-2020
3927,06M328,0.64629257,2020-2021
3928,06M328,0.66182363,2021-2022
3929,06M328,0.6773547,2022-2023
3930,06M328,0.7815631,2023-2024
3931,06M346,0.576,2007-2008
3932,06M346,,2008-2009
3933,06M346,,2009-2010
3934,06M346,0.628,2011-2012
3935,06M346,0.504,2012-2013
3936,06M346,0.6092184,2014-2015
3937,06M346,0.66533065,2014-2015
3938,06M346,0.749499,2015-2016
3939,06M346,0.6693387,2015-2016
3940,06M346,0.7755511,2016-2017
3941,06M346,0.7234469,2016-2017
3942,06M346,0.8236473,2017-2018
3943,06M346,0.6993988,2017-2018
3944,06M346,0.8176353,2018-2019
3945,06M346,0.73547095,2018-2019
3946,06M346,0.70290583,2019-2020
3947,06M346,0.67034066,2020-2021
3948,06M346,0.63777554,2021-2022
3949,06M346,0.6052104,2022-2023
3950,06M346,0.6933868,2022-2023
3951,06M346,0.5891784,2023-2024
3952,06M346,0.6232465,2023-2024
3953,06M348,0.559,2007-2008
3954,06M348,,2008-2009
3955,06M348,,2009-2010
3956,06M348,0.737,2011-2012
3957,06M348,0.612,2012-2013
3958,06M348,0.7875751,2014-2015
3959,06M348,0.5511022,2014-2015
3960,06M348,0.7915832,2015-2016
3961,06M348,0.59118235,2015-2016
3962,06M348,0.7775551,2016-2017
3963,06M348,0.56312627,2016-2017
3964,06M348,0.6432866,2017-2018
3965,06M348,0.50701404,2017-2018
3966,06M348,0.8316633,2018-2019
3967,06M348,0.6292585,2018-2019
3968,06M348,0.65731466,2019-2020
3969,06M348,0.68537074,2020-2021
3970,06M348,0.7134268,2021-2022
3971,06M348,0.741483,2022-2023
3972,06M348,0.70541084,2022-2023
3973,06M348,0.6092184,2023-2024
3974,06M348,0.69539076,2023-2024
3975,06M349,0.427,2006-2007
3976,06M349,0.429,2007-2008
3977,06M349,0.53707415,2014-2015
3978,06M349,0.5591182,2015-2016
3979,06M349,0.7034068,2016-2017
3980,06M349,0.69138277,2017-2018
3981,06M349,0.6633267,2018-2019
3982,06M349,0.6633267,2019-2020
3983,06M349,0.6633267,2020-2021
3984,06M349,0.6633267,2021-2022
3985,06M349,,2022-2023
3986,06M366,0.288,2008-2009
3987,06M366,0.429,2009-2010
3988,06M366,0.415,2010-2011
3989,06M366,0.79,2011-2012
3990,06M366,0.785,2012-2013
3991,06M366,0.747495,2014-2015
3992,06M366,0.86372745,2015-2016
3993,06M366,0.9458918,2016-2017
3994,06M366,0.8997996,2017-2018
3995,06M366,0.9458918,2018-2019
3996,06M366,0.9183367,2019-2020
3997,06M366,0.8907816,2020-2021
3998,06M366,0.8632265,2021-2022
3999,06M366,0.83567137,2022-2023
4000,06M366,0.83967936,2023-2024
4001,06M368,0.746,2008-2009
4002,06M368,0.311,2009-2010
4003,06M368,0.586,2010-2011
4004,06M368,0.486,2011-2012
4005,06M368,0.232,2012-2013
4006,06M368,0.41883767,2014-2015
4007,06M368,0.35470942,2015-2016
4008,06M368,0.29258516,2016-2017
4009,06M368,0.33667335,2017-2018
4010,06M368,0.5150301,2018-2019
4011,06M368,0.53206414,2019-2020
4012,06M368,0.5490982,2020-2021
4013,06M368,0.56613225,2021-2022
4014,06M368,0.58316636,2022-2023
4015,06M368,0.64128256,2023-2024
4016,06M462,0.8057,2006-2007
4017,06M462,0.804,2007-2008
4018,06M462,0.926,2008-2009
4019,06M462,0.876,2009-2010
4020,06M462,0.639,2011-2012
4021,06M462,0.657,2012-2013
4022,06M462,0.6012024,2014-2015
4023,06M462,0.5511022,2015-2016
4024,06M462,0.63927853,2016-2017
4025,06M462,0.69539076,2017-2018
4026,06M462,0.7034068,2018-2019
4027,06M462,0.73196393,2019-2020
4028,06M462,0.76052105,2020-2021
4029,06M462,0.7890782,2021-2022
4030,06M462,0.8176353,2022-2023
4031,06M462,0.8757515,2023-2024
4032,06M463,0.6917,2006-2007
4033,06M463,0.642,2007-2008
4034,06M463,0.674,2008-2009
4035,06M463,0.626,2009-2010
4036,06M463,0.582,2011-2012
4037,06M463,0.504,2012-2013
4038,06M463,0.43486974,2014-2015
4039,06M463,0.4729459,2015-2016
4040,06M463,0.48296595,2016-2017
4041,06M463,0.4529058,2017-2018
4042,06M463,0.496994,2018-2019
4043,06M463,0.5350701,2019-2020
4044,06M463,0.5731463,2020-2021
4045,06M463,0.61122245,2021-2022
4046,06M463,0.6492986,2022-2023
4047,06M463,0.5971944,2023-2024
4048,06M467,0.751,2006-2007
4049,06M467,0.772,2007-2008
4050,06M467,0.85,2008-2009
4051,06M467,0.769,2009-2010
4052,06M467,0.643,2011-2012
4053,06M467,0.678,2012-2013
4054,06M467,0.68136275,2014-2015
4055,06M467,0.70541084,2015-2016
4056,06M467,0.61723447,2016-2017
4057,06M467,0.5751503,2017-2018
4058,06M467,0.49499,2018-2019
4059,06M467,0.5190381,2019-2020
4060,06M467,0.5430862,2020-2021
4061,06M467,0.56713426,2021-2022
4062,06M467,0.59118235,2022-2023
4063,06M467,0.56713426,2023-2024
4064,06M468,0.753,2006-2007
4065,06M468,0.737,2007-2008
4066,06M468,0.708,2008-2009
4067,06M468,0.663,2009-2010
4068,06M468,0.542,2011-2012
4069,06M468,0.441,2012-2013
4070,06M468,0.5691383,2014-2015
4071,06M468,0.62124246,2015-2016
4072,06M468,0.5691383,2016-2017
4073,06M468,0.6032064,2017-2018
4074,06M468,0.6192385,2018-2019
4075,06M468,0.61773545,2019-2020
4076,06M468,0.61623245,2020-2021
4077,06M468,0.61472946,2021-2022
4078,06M468,0.6132265,2022-2023
4079,06M468,0.55711424,2023-2024
4080,06M513,,2015-2016
4081,06M513,,2016-2017
4082,06M513,,2017-2018
4083,06M513,,2018-2019
4084,06M513,,2019-2020
4085,06M513,,2020-2021
4086,06M513,,2021-2022
4087,06M513,0.6513026,2022-2023
4088,06M513,0.71943885,2023-2024
4089,06M528,0.5433,2006-2007
4090,06M528,0.656,2007-2008
4091,06M528,0.71142286,2014-2015
4092,06M528,0.757515,2015-2016
4093,06M528,0.60721445,2016-2017
4094,06M528,0.7254509,2017-2018
4095,06M528,0.78557116,2018-2019
4096,06M528,0.754008,2019-2020
4097,06M528,0.7224449,2020-2021
4098,06M528,0.6908818,2021-2022
4099,06M528,0.6593186,2022-2023
4100,06M528,0.6232465,2023-2024
4101,06M540,0.495,2006-2007
4102,06M540,0.479,2007-2008
4103,06M540,0.579,2008-2009
4104,06M540,0.513,2009-2010
4105,06M540,0.449,2011-2012
4106,06M540,0.522,2012-2013
4107,06M540,0.5531062,2014-2015
4108,06M540,0.46092185,2015-2016
4109,06M540,0.5230461,2016-2017
4110,06M540,0.5250501,2017-2018
4111,06M540,0.5691383,2018-2019
4112,06M540,0.5681363,2019-2020
4113,06M540,0.56713426,2020-2021
4114,06M540,0.56613225,2021-2022
4115,06M540,0.56513023,2022-2023
4116,06M540,0.45691383,2023-2024
4117,06M552,0.7108,2006-2007
4118,06M552,1.004,2007-2008
4119,06M552,0.885,2008-2009
4120,06M552,0.733,2009-2010
4121,06M552,0.78,2011-2012
4122,06M552,0.71,2012-2013
4123,06M552,0.7274549,2014-2015
4124,06M552,0.6132265,2015-2016
4125,06M552,0.74549097,2016-2017
4126,06M552,0.77955914,2017-2018
4127,06M552,0.69539076,2018-2019
4128,06M552,0.71643287,2019-2020
4129,06M552,0.737475,2020-2021
4130,06M552,0.758517,2021-2022
4131,06M552,0.77955914,2022-2023
4132,06M552,0.83567137,2023-2024
4133,06M692,0.8154,2006-2007
4134,06M692,0.749,2007-2008
4135,06M692,0.749,2019-2020
4136,06M692,0.749,2020-2021
4137,06M692,0.749,2021-2022
4138,07X001,0.865,2008-2009
4139,07X001,0.218,2009-2010
4140,07X001,0.207,2010-2011
4141,07X001,0.369,2011-2012
4142,07X001,0.495,2012-2013
4143,07X001,0.56112224,2014-2015
4144,07X001,0.5390782,2015-2016
4145,07X001,0.4208417,2016-2017
4146,07X001,0.59118235,2017-2018
4147,07X001,0.6092184,2018-2019
4148,07X001,0.54358715,2019-2020
4149,07X001,0.4779559,2020-2021
4150,07X001,0.41232464,2021-2022
4151,07X001,0.3466934,2022-2023
4152,07X001,0.35470942,2023-2024
4153,07X005,0.824,2008-2009
4154,07X005,0.393,2009-2010
4155,07X005,0.488,2010-2011
4156,07X005,0.528,2011-2012
4157,07X005,0.41,2012-2013
4158,07X005,0.5511022,2014-2015
4159,07X005,0.64529055,2015-2016
4160,07X005,0.58316636,2016-2017
4161,07X005,0.45891783,2017-2018
4162,07X005,0.5310621,2018-2019
4163,07X005,0.53807616,2019-2020
4164,07X005,0.5450902,2020-2021
4165,07X005,0.55210423,2021-2022
4166,07X005,0.5591182,2022-2023
4167,07X005,0.5430862,2023-2024
4168,07X018,0.92,2008-2009
4169,07X018,0.26,2009-2010
4170,07X018,0.573,2010-2011
4171,07X018,0.474,2011-2012
4172,07X018,0.387,2012-2013
4173,07X018,0.78356713,2014-2015
4174,07X018,0.71943885,2015-2016
4175,07X018,0.48496994,2016-2017
4176,07X018,0.5150301,2017-2018
4177,07X018,0.40881765,2018-2019
4178,07X018,0.44038075,2019-2020
4179,07X018,0.47194389,2020-2021
4180,07X018,0.503507,2021-2022
4181,07X018,0.5350701,2022-2023
4182,07X018,0.4228457,2023-2024
4183,07X025,1.041,2008-2009
4184,07X025,0.906,2009-2010
4185,07X025,0.493,2010-2011
4186,07X025,0.816,2011-2012
4187,07X025,0.57,2012-2013
4188,07X025,0.76152307,2014-2015
4189,07X025,0.83967936,2015-2016
4190,07X025,0.51102203,2016-2017
4191,07X025,0.88777554,2017-2018
4192,07X025,0.8416834,2018-2019
4193,07X025,0.7815631,2019-2020
4194,07X025,0.7214429,2020-2021
4195,07X025,0.66132265,2021-2022
4196,07X025,0.6012024,2022-2023
4197,07X025,0.63126254,2023-2024
4198,07X029,0.5851703,2014-2015
4199,07X029,0.6192385,2015-2016
4200,07X029,0.5450902,2016-2017
4201,07X029,0.43887776,2017-2018
4202,07X029,0.3767535,2018-2019
4203,07X029,0.40781564,2019-2020
4204,07X029,0.43887776,2020-2021
4205,07X029,0.4699399,2021-2022
4206,07X029,0.501002,2022-2023
4207,07X029,0.46292585,2023-2024
4208,07X030,0.813,2008-2009
4209,07X030,0.587,2009-2010
4210,07X030,0.684,2010-2011
4211,07X030,0.616,2011-2012
4212,07X030,0.557,2012-2013
4213,07X030,0.49098197,2014-2015
4214,07X030,0.46092185,2015-2016
4215,07X030,0.5931864,2016-2017
4216,07X030,0.58116233,2017-2018
4217,07X030,0.45490983,2018-2019
4218,07X030,0.4554108,2019-2020
4219,07X030,0.45591182,2020-2021
4220,07X030,0.45641282,2021-2022
4221,07X030,0.45691383,2022-2023
4222,07X030,0.4769539,2023-2024
4223,07X031,0.4488978,2014-2015
4224,07X031,0.5310621,2015-2016
4225,07X031,0.49499,2016-2017
4226,07X031,0.5951904,2017-2018
4227,07X031,0.62124246,2018-2019
4228,07X031,0.58567137,2019-2020
4229,07X031,0.5501002,2020-2021
4230,07X031,0.51452905,2021-2022
4231,07X031,0.47895792,2022-2023
4232,07X031,0.51703405,2023-2024
4233,07X043,0.745,2008-2009
4234,07X043,0.644,2009-2010
4235,07X043,0.567,2010-2011
4236,07X043,0.749,2011-2012
4237,07X043,0.507,2012-2013
4238,07X043,0.8036072,2014-2015
4239,07X043,0.83567137,2015-2016
4240,07X043,0.66533065,2016-2017
4241,07X043,0.75951904,2017-2018
4242,07X043,0.753507,2018-2019
4243,07X043,0.71543086,2019-2020
4244,07X043,0.6773547,2020-2021
4245,07X043,0.63927853,2021-2022
4246,07X043,0.6012024,2022-2023
4247,07X043,0.4769539,2023-2024
4248,07X049,1.012,2008-2009
4249,07X049,0.395,2009-2010
4250,07X049,0.451,2010-2011
4251,07X049,0.653,2011-2012
4252,07X049,0.324,2012-2013
4253,07X049,0.7815631,2014-2015
4254,07X049,0.78356713,2015-2016
4255,07X049,0.90781564,2016-2017
4256,07X049,0.8817635,2017-2018
4257,07X049,0.9198397,2018-2019
4258,07X049,0.8441884,2019-2020
4259,07X049,0.76853704,2020-2021
4260,07X049,0.69288576,2021-2022
4261,07X049,0.61723447,2022-2023
4262,07X049,0.75551105,2023-2024
4263,07X065,0.627,2008-2009
4264,07X065,0.397,2009-2010
4265,07X065,0.412,2010-2011
4266,07X065,0.564,2011-2012
4267,07X065,0.557,2012-2013
4268,07X065,0.53707415,2014-2015
4269,07X065,0.741483,2015-2016
4270,07X065,0.6793587,2016-2017
4271,07X065,0.8076152,2017-2018
4272,07X065,0.6533066,2018-2019
4273,07X065,0.58316636,2019-2020
4274,07X065,0.51302606,2020-2021
4275,07X065,0.4428858,2021-2022
4276,07X065,0.37274548,2022-2023
4277,07X065,0.496994,2023-2024
4278,07X151,0.6289,2006-2007
4279,07X151,0.636,2007-2008
4280,07X151,0.6733467,2014-2015
4281,07X151,0.56713426,2015-2016
4282,07X151,0.46693388,2016-2017
4283,07X151,0.41082165,2017-2018
4284,07X151,0.53707415,2018-2019
4285,07X151,0.53707415,2019-2020
4286,07X151,0.53707415,2020-2021
4287,07X151,0.53707415,2021-2022
4288,07X154,0.765,2008-2009
4289,07X154,0.339,2009-2010
4290,07X154,0.305,2010-2011
4291,07X154,0.255,2011-2012
4292,07X154,0.373,2012-2013
4293,07X154,0.6873748,2014-2015
4294,07X154,0.7775551,2015-2016
4295,07X154,0.73547095,2016-2017
4296,07X154,0.7334669,2017-2018
4297,07X154,0.7995992,2018-2019
4298,07X154,0.7710421,2019-2020
4299,07X154,0.742485,2020-2021
4300,07X154,0.71392787,2021-2022
4301,07X154,0.68537074,2022-2023
4302,07X154,0.749499,2023-2024
4303,07X157,0.795,2008-2009
4304,07X157,0.56,2009-2010
4305,07X157,0.356,2010-2011
4306,07X157,0.349,2011-2012
4307,07X157,0.53,2012-2013
4308,07X157,0.757515,2014-2015
4309,07X157,0.7234469,2015-2016
4310,07X157,0.54709417,2016-2017
4311,07X157,0.6793587,2017-2018
4312,07X157,0.6052104,2018-2019
4313,07X157,0.56863725,2019-2020
4314,07X157,0.53206414,2020-2021
4315,07X157,0.49549097,2021-2022
4316,07X157,0.45891783,2022-2023
4317,07X157,0.46893787,2023-2024
4318,07X161,0.947,2008-2009
4319,07X161,0.405,2009-2010
4320,07X161,0.432,2010-2011
4321,07X161,0.397,2011-2012
4322,07X161,0.546,2012-2013
4323,07X161,0.7955912,2014-2015
4324,07X161,0.63727456,2015-2016
4325,07X161,0.6232465,2016-2017
4326,07X161,0.74549097,2017-2018
4327,07X161,0.65731466,2018-2019
4328,07X161,0.6197395,2019-2020
4329,07X161,0.58216435,2020-2021
4330,07X161,0.54458916,2021-2022
4331,07X161,0.50701404,2022-2023
4332,07X161,0.4008016,2023-2024
4333,07X162,0.543,2006-2007
4334,07X162,0.571,2007-2008
4335,07X162,0.4248497,2014-2015
4336,07X162,0.54108214,2015-2016
4337,07X162,,2016-2017
4338,07X162,0.54108214,2019-2020
4339,07X162,0.54108214,2020-2021
4340,07X162,0.54108214,2021-2022
4341,07X179,0.855,2008-2009
4342,07X179,0.238,2009-2010
4343,07X179,0.134,2010-2011
4344,07X179,0.648,2011-2012
4345,07X179,0.536,2012-2013
4346,07X179,0.7715431,2014-2015
4347,07X179,0.7034068,2015-2016
4348,07X179,0.5791583,2016-2017
4349,07X179,0.58316636,2017-2018
4350,07X179,0.69138277,2018-2019
4351,07X179,0.6222445,2019-2020
4352,07X179,0.5531062,2020-2021
4353,07X179,0.48396793,2021-2022
