,dbn,score,year
21730,84K358,0.568,2010-2011
21731,84K358,0.6192385,2014-2015
21732,84K358,,2014-2015
21733,84K358,0.71943885,2015-2016
21734,84K358,,2015-2016
21735,84K358,0.8156313,2016-2017
21736,84K358,0.501002,2016-2017
21737,84K358,,2017-2018
21738,84K358,,2017-2018
21739,84K358,0.63927853,2018-2019
21740,84K358,,2018-2019
21741,84K358,0.6857715,2019-2020
21742,84K358,0.70901805,2020-2021
21743,84K358,0.7322645,2021-2022
21744,84K358,0.75551105,2022-2023
21745,84K358,,2022-2023
21746,84K358,0.5531062,2023-2024
21747,84K358,0.57114226,2023-2024
21748,84K359,0.427,2007-2008
21749,84K359,,2009-2010
21750,84K359,,2011-2012
21751,84K359,0.581,2012-2013
21752,84K359,,2014-2015
21753,84K359,0.6192385,2014-2015
21754,84K359,0.63927853,2015-2016
21755,84K359,0.63126254,2016-2017
21756,84K359,0.6492986,2017-2018
21757,84K359,,2018-2019
21758,84K359,0.6492986,2019-2020
21759,84K359,0.6492986,2020-2021
21760,84K359,0.6492986,2021-2022
21761,84K360,0.5390782,2014-2015
21762,84K360,0.6272545,2015-2016
21763,84K360,0.5951904,2016-2017
21764,84K360,0.61723447,2017-2018
21765,84K360,0.46492985,2018-2019
21766,84K360,0.5150301,2019-2020
21767,84K360,0.56513023,2020-2021
21768,84K360,0.61523044,2021-2022
21769,84K360,,2022-2023
21770,84K360,0.71543086,2023-2024
21771,84K362,0.83767533,2014-2015
21772,84K362,0.86372745,2015-2016
21773,84K362,0.7014028,2016-2017
21774,84K362,0.5951904,2017-2018
21775,84K362,0.7234469,2018-2019
21776,84K362,0.7124249,2019-2020
21777,84K362,0.7014028,2020-2021
21778,84K362,0.69038075,2021-2022
21779,84K362,0.6793587,2022-2023
21780,84K362,0.76953906,2023-2024
21781,84K367,,2014-2015
21782,84K367,1.0,2015-2016
21783,84K367,0.995992,2016-2017
21784,84K367,,2017-2018
21785,84K367,,2018-2019
21786,84K367,0.9516533,2019-2020
21787,84K367,0.93687373,2020-2021
21788,84K367,0.92209417,2021-2022
21789,84K367,,2022-2023
21790,84K367,,2022-2023
21791,84K367,0.8777555,2023-2024
21792,84K367,,2023-2024
21793,84K379,0.417,2012-2013
21794,84K379,0.41082165,2014-2015
21795,84K379,0.5991984,2015-2016
21796,84K379,0.66132265,2016-2017
21797,84K379,0.88376755,2017-2018
21798,84K379,0.7274549,2018-2019
21799,84K379,0.7264529,2019-2020
21800,84K379,0.7254509,2020-2021
21801,84K379,0.7244489,2021-2022
21802,84K379,0.7234469,2022-2023
21803,84K379,0.71943885,2023-2024
21804,84K386,0.49298596,2014-2015
21805,84K386,0.5691383,2015-2016
21806,84K386,,2016-2017
21807,84K386,,2017-2018
21808,84K386,0.5691383,2019-2020
21809,84K386,0.5691383,2020-2021
21810,84K386,0.5691383,2021-2022
21811,84K406,,2014-2015
21812,84K406,0.63927853,2015-2016
21813,84K406,0.52705413,2016-2017
21814,84K406,,2017-2018
21815,84K406,,2018-2019
21816,84K406,0.5759018,2019-2020
21817,84K406,0.59218436,2020-2021
21818,84K406,0.6084669,2021-2022
21819,84K406,,2022-2023
21820,84K406,,2022-2023
21821,84K406,0.65731466,2023-2024
21822,84K406,0.45490983,2023-2024
21823,84K473,0.485,2007-2008
21824,84K473,0.458,2008-2009
21825,84K473,0.437,2009-2010
21826,84K473,0.665,2011-2012
21827,84K473,0.726,2012-2013
21828,84K473,0.69539076,2014-2015
21829,84K473,0.62124246,2015-2016
21830,84K473,0.5551102,2016-2017
21831,84K473,0.45891783,2017-2018
21832,84K473,0.5210421,2018-2019
21833,84K473,0.50821644,2019-2020
21834,84K473,0.49539077,2020-2021
21835,84K473,0.48256513,2021-2022
21836,84K473,,2022-2023
21837,84K473,0.45691383,2023-2024
21838,84K508,0.995,2007-2008
21839,84K508,0.7254509,2014-2015
21840,84K508,,2014-2015
21841,84K508,0.81362724,2015-2016
21842,84K508,0.6873748,2015-2016
21843,84K508,0.83767533,2016-2017
21844,84K508,0.5531062,2016-2017
21845,84K508,,2017-2018
21846,84K508,,2017-2018
21847,84K508,0.66533065,2018-2019
21848,84K508,0.6513026,2019-2020
21849,84K508,0.63727456,2020-2021
21850,84K508,0.6232465,2021-2022
21851,84K508,0.6092184,2022-2023
21852,84K508,0.56713426,2023-2024
21853,84K513,,2009-2010
21854,84K513,,2019-2020
21855,84K513,,2020-2021
21856,84K513,,2021-2022
21857,84K517,0.444,2009-2010
21858,84K517,0.541,2010-2011
21859,84K517,0.538,2011-2012
21860,84K517,0.8116233,2014-2015
21861,84K517,0.94789577,2015-2016
21862,84K517,,2015-2016
21863,84K517,0.80961925,2016-2017
21864,84K517,0.49499,2016-2017
21865,84K517,0.75951904,2017-2018
21866,84K517,0.50901806,2017-2018
21867,84K517,0.7955912,2018-2019
21868,84K517,,2018-2019
21869,84K517,0.7429144,2019-2020
21870,84K517,0.716576,2020-2021
21871,84K517,0.69023764,2021-2022
21872,84K517,,2022-2023
21873,84K517,,2022-2023
21874,84K517,0.61122245,2023-2024
21875,84K517,0.6192385,2023-2024
21876,84K536,0.176,2009-2010
21877,84K536,0.315,2010-2011
21878,84K536,0.473,2011-2012
21879,84K536,0.534,2012-2013
21880,84K536,0.6132265,2014-2015
21881,84K536,0.64529055,2015-2016
21882,84K536,,2016-2017
21883,84K536,0.6513026,2017-2018
21884,84K536,0.6873748,2018-2019
21885,84K536,0.70941883,2019-2020
21886,84K536,0.73146296,2020-2021
21887,84K536,0.753507,2021-2022
21888,84K536,0.7755511,2022-2023
21889,84K536,0.7955912,2023-2024
21890,84K538,0.911,2008-2009
21891,84K538,0.86773545,2014-2015
21892,84K538,,2014-2015
21893,84K538,0.7995992,2015-2016
21894,84K538,0.5691383,2015-2016
21895,84K538,0.8817635,2016-2017
21896,84K538,0.6753507,2016-2017
21897,84K538,,2017-2018
21898,84K538,,2017-2018
21899,84K538,0.8517034,2018-2019
21900,84K538,0.78957915,2019-2020
21901,84K538,0.7274549,2020-2021
21902,84K538,0.66533065,2021-2022
21903,84K538,0.6032064,2022-2023
21904,84K538,0.68537074,2023-2024
21905,84K593,0.75,2008-2009
21906,84K593,0.406,2009-2010
21907,84K593,0.74549097,2014-2015
21908,84K593,,2014-2015
21909,84K593,0.78557116,2015-2016
21910,84K593,,2015-2016
21911,84K593,0.9018036,2016-2017
21912,84K593,0.7254509,2017-2018
21913,84K593,,2018-2019
21914,84K593,0.70941883,2019-2020
21915,84K593,0.7014028,2020-2021
21916,84K593,0.6933868,2021-2022
21917,84K593,,2022-2023
21918,84K593,0.6773547,2023-2024
21919,84K593,,2023-2024
21920,84K608,,2007-2008
21921,84K608,0.9018036,2014-2015
21922,84K608,,2014-2015
21923,84K608,0.9058116,2015-2016
21924,84K608,,2015-2016
21925,84K608,0.9519038,2016-2017
21926,84K608,0.91182363,2017-2018
21927,84K608,,2017-2018
21928,84K608,0.7274549,2018-2019
21929,84K608,,2018-2019
21930,84K608,0.74405956,2019-2020
21931,84K608,0.7523619,2020-2021
21932,84K608,0.76066417,2021-2022
21933,84K608,,2022-2023
21934,84K608,,2022-2023
21935,84K608,0.78557116,2023-2024
21936,84K608,0.51102203,2023-2024
21937,84K626,0.697,2011-2012
21938,84K626,0.621,2012-2013
21939,84K626,0.54108214,2014-2015
21940,84K626,0.7294589,2015-2016
21941,84K626,0.71543086,2016-2017
21942,84K626,,2016-2017
21943,84K626,,2017-2018
21944,84K626,,2017-2018
21945,84K626,0.7234469,2018-2019
21946,84K626,,2018-2019
21947,84K626,0.71543086,2019-2020
21948,84K626,0.71142286,2020-2021
21949,84K626,0.7074148,2021-2022
21950,84K626,0.7034068,2022-2023
21951,84K626,0.61523044,2022-2023
21952,84K626,0.48697394,2023-2024
21953,84K626,0.4488978,2023-2024
21954,84K648,0.76553106,2014-2015
21955,84K648,,2014-2015
21956,84K648,0.8456914,2015-2016
21957,84K648,,2015-2016
21958,84K648,0.90781564,2016-2017
21959,84K648,0.88977957,2017-2018
21960,84K648,0.81362724,2018-2019
21961,84K648,0.8028056,2019-2020
21962,84K648,0.79198396,2020-2021
21963,84K648,0.7811623,2021-2022
21964,84K648,,2022-2023
21965,84K648,0.75951904,2023-2024
21966,84K649,0.543,2011-2012
21967,84K649,0.402,2012-2013
21968,84K649,0.6332665,2014-2015
21969,84K649,0.5891784,2015-2016
21970,84K649,0.63126254,2016-2017
21971,84K649,0.34068137,2017-2018
21972,84K649,0.41082165,2018-2019
21973,84K649,0.49048096,2019-2020
21974,84K649,0.5701403,2020-2021
21975,84K649,0.6497996,2021-2022
21976,84K649,0.7294589,2022-2023
21977,84K649,0.6432866,2023-2024
21978,84K651,0.696,2011-2012
21979,84K651,0.543,2012-2013
21980,84K651,0.63927853,2014-2015
21981,84K651,0.7014028,2015-2016
21982,84K651,,2016-2017
21983,84K651,0.7675351,2017-2018
21984,84K651,,2018-2019
21985,84K651,0.65611225,2019-2020
21986,84K651,0.6004008,2020-2021
21987,84K651,0.54468936,2021-2022
21988,84K651,0.48897797,2022-2023
21989,84K651,0.68937874,2023-2024
21990,84K652,0.367,2010-2011
21991,84K652,0.746,2011-2012
21992,84K652,0.23,2012-2013
21993,84K652,0.53306615,2014-2015
21994,84K652,0.64128256,2015-2016
21995,84K652,,2015-2016
21996,84K652,0.737475,2016-2017
21997,84K652,,2016-2017
21998,84K652,0.8517034,2017-2018
21999,84K652,0.5731463,2017-2018
22000,84K652,0.753507,2018-2019
22001,84K652,0.64529055,2018-2019
22002,84K652,0.6793587,2019-2020
22003,84K652,0.7134268,2020-2021
22004,84K652,0.747495,2021-2022
22005,84K652,0.7815631,2022-2023
22006,84K652,0.5290581,2022-2023
22007,84K652,0.60721445,2023-2024
22008,84K652,0.31262526,2023-2024
22009,84K680,,2016-2017
22010,84K680,0.81963927,2017-2018
22011,84K680,0.6973948,2018-2019
22012,84K680,0.65781564,2019-2020
22013,84K680,0.6182365,2020-2021
22014,84K680,0.5786573,2021-2022
22015,84K680,0.5390782,2022-2023
22016,84K680,,2022-2023
22017,84K680,0.5751503,2023-2024
22018,84K680,,2023-2024
22019,84K689,,2016-2017
22020,84K689,,2017-2018
22021,84K689,,2019-2020
22022,84K689,,2020-2021
22023,84K689,,2021-2022
22024,84K692,,2016-2017
22025,84K692,,2017-2018
22026,84K692,,2019-2020
22027,84K692,,2020-2021
22028,84K692,,2021-2022
22029,84K693,,2009-2010
22030,84K693,,2011-2012
22031,84K693,0.784,2012-2013
22032,84K693,0.7755511,2014-2015
22033,84K693,0.8036072,2015-2016
22034,84K693,0.63727456,2016-2017
22035,84K693,0.48697394,2017-2018
22036,84K693,0.5511022,2018-2019
22037,84K693,0.5438878,2019-2020
22038,84K693,0.53667337,2020-2021
22039,84K693,0.52945894,2021-2022
22040,84K693,,2022-2023
22041,84K693,0.5150301,2023-2024
22042,84K694,,2009-2010
22043,84K694,,2011-2012
22044,84K694,,2012-2013
22045,84K694,,2019-2020
22046,84K694,,2020-2021
22047,84K694,,2021-2022
22048,84K701,0.51,2008-2009
22049,84K701,0.248,2009-2010
22050,84K701,0.582,2010-2011
22051,84K701,0.749,2011-2012
22052,84K701,0.453,2012-2013
22053,84K701,0.4529058,2014-2015
22054,84K701,0.6272545,2015-2016
22055,84K701,0.7034068,2016-2017
22056,84K701,0.78557116,2017-2018
22057,84K701,0.6052104,2018-2019
22058,84K701,0.6277555,2019-2020
22059,84K701,0.6503006,2020-2021
22060,84K701,0.67284566,2021-2022
22061,84K701,0.69539076,2022-2023
22062,84K701,0.61723447,2023-2024
22063,84K702,0.882,2008-2009
22064,84K702,0.414,2009-2010
22065,84K702,0.476,2010-2011
22066,84K702,0.501002,2014-2015
22067,84K702,0.50300604,2015-2016
22068,84K702,0.46092185,2016-2017
22069,84K702,,2017-2018
22070,84K702,,2018-2019
22071,84K702,0.6266819,2019-2020
22072,84K702,0.6819353,2020-2021
22073,84K702,0.73718864,2021-2022
22074,84K702,,2022-2023
22075,84K702,0.8476954,2023-2024
22076,84K703,0.4769539,2014-2015
22077,84K703,,2015-2016
22078,84K703,0.4769539,2019-2020
22079,84K703,0.4769539,2020-2021
22080,84K703,0.4769539,2021-2022
22081,84K704,0.42685372,2014-2015
22082,84K704,0.41482967,2015-2016
22083,84K704,0.33867735,2016-2017
22084,84K704,0.73146296,2017-2018
22085,84K704,0.78557116,2018-2019
22086,84K704,0.78807616,2019-2020
22087,84K704,0.79058117,2020-2021
22088,84K704,0.7930862,2021-2022
22089,84K704,0.7955912,2022-2023
22090,84K704,0.737475,2023-2024
22091,84K707,,2012-2013
22092,84K707,0.64128256,2014-2015
22093,84K707,,2014-2015
22094,84K707,0.7274549,2015-2016
22095,84K707,0.68537074,2015-2016
22096,84K707,0.71543086,2016-2017
22097,84K707,0.61523044,2016-2017
22098,84K707,0.741483,2017-2018
22099,84K707,0.58316636,2017-2018
22100,84K707,0.7134268,2018-2019
22101,84K707,,2018-2019
22102,84K707,0.82725453,2019-2020
22103,84K707,0.8841683,2020-2021
22104,84K707,0.9410822,2021-2022
22105,84K707,0.997996,2023-2024
22106,84K710,0.7875751,2014-2015
22107,84K710,,2014-2015
22108,84K710,0.7815631,2015-2016
22109,84K710,,2015-2016
22110,84K710,0.8456914,2016-2017
22111,84K710,0.8416834,2017-2018
22112,84K710,0.71543086,2018-2019
22113,84K710,0.753507,2019-2020
22114,84K710,0.7915832,2020-2021
22115,84K710,0.82965934,2021-2022
22116,84K710,,2022-2023
22117,84K710,0.9058116,2023-2024
22118,84K711,0.443,2012-2013
22119,84K711,0.7775551,2014-2015
22120,84K711,0.9058116,2015-2016
22121,84K711,0.741483,2016-2017
22122,84K711,0.7915832,2017-2018
22123,84K711,0.78557116,2018-2019
22124,84K711,0.76553106,2019-2020
22125,84K711,0.74549097,2020-2021
22126,84K711,0.7254509,2021-2022
22127,84K711,,2022-2023
22128,84K711,0.68537074,2023-2024
22129,84K712,0.886,2012-2013
22130,84K712,0.73146296,2014-2015
22131,84K712,0.9238477,2015-2016
22132,84K712,0.76352704,2016-2017
22133,84K712,,2016-2017
22134,84K712,0.6973948,2017-2018
22135,84K712,0.61723447,2017-2018
22136,84K712,,2018-2019
22137,84K712,0.61723447,2018-2019
22138,84K712,0.63393456,2019-2020
22139,84K712,0.6506346,2020-2021
22140,84K712,0.6673347,2021-2022
22141,84K712,,2022-2023
22142,84K712,,2022-2023
22143,84K712,0.7174349,2023-2024
22144,84K712,0.45691383,2023-2024
22145,84K724,0.83767533,2014-2015
22146,84K724,0.8857716,2015-2016
22147,84K724,0.9539078,2016-2017
22148,84K724,0.81362724,2017-2018
22149,84K724,0.7274549,2018-2019
22150,84K724,0.71062124,2019-2020
22151,84K724,0.6937876,2020-2021
22152,84K724,0.6769539,2021-2022
22153,84K724,,2022-2023
22154,84K724,0.6432866,2023-2024
22155,84K726,,2014-2015
22156,84K726,,2015-2016
22157,84K726,,2019-2020
22158,84K726,,2020-2021
22159,84K726,,2021-2022
22160,84K730,,2012-2013
22161,84K730,0.49098197,2014-2015
22162,84K730,,2014-2015
22163,84K730,0.71943885,2015-2016
22164,84K730,0.42685372,2015-2016
22165,84K730,0.80961925,2016-2017
22166,84K730,0.44689378,2016-2017
22167,84K730,0.8036072,2017-2018
22168,84K730,0.51102203,2017-2018
22169,84K730,0.68136275,2018-2019
22170,84K730,0.5250501,2018-2019
22171,84K730,0.5756513,2019-2020
22172,84K730,0.62625253,2020-2021
22173,84K730,0.6768537,2021-2022
22174,84K730,0.7274549,2022-2023
22175,84K730,,2022-2023
22176,84K730,0.60721445,2023-2024
22177,84K730,0.6332665,2023-2024
22178,84K731,0.48496994,2014-2015
22179,84K731,0.5991984,2015-2016
22180,84K731,0.6933868,2016-2017
22181,84K731,0.88777554,2017-2018
22182,84K731,0.8216433,2018-2019
22183,84K731,0.7850701,2019-2020
22184,84K731,0.748497,2020-2021
22185,84K731,0.71192384,2021-2022
22186,84K731,0.6753507,2022-2023
22187,84K731,0.5350701,2023-2024
22188,84K733,,2014-2015
22189,84K733,,2015-2016
22190,84K733,0.88977957,2016-2017
22191,84K733,,2017-2018
22192,84K733,0.88777554,2018-2019
22193,84K733,0.8581162,2019-2020
22194,84K733,0.82845694,2020-2021
22195,84K733,0.7987976,2021-2022
22196,84K733,,2022-2023
22197,84K733,0.73947895,2023-2024
22198,84K734,0.363,2012-2013
22199,84K734,,2014-2015
22200,84K734,0.363,2019-2020
22201,84K734,0.363,2020-2021
22202,84K734,0.363,2021-2022
22203,84K736,,2016-2017
22204,84K736,0.6633267,2017-2018
22205,84K736,0.55711424,2018-2019
22206,84K736,0.58617234,2019-2020
22207,84K736,0.61523044,2020-2021
22208,84K736,0.6442886,2021-2022
22209,84K736,0.6733467,2022-2023
22210,84K736,0.6793587,2023-2024
22211,84K737,0.485,2012-2013
22212,84K737,0.5951904,2014-2015
22213,84K737,0.5931864,2015-2016
22214,84K737,0.6432866,2016-2017
22215,84K737,0.5751503,2017-2018
22216,84K737,0.6492986,2018-2019
22217,84K737,0.6027054,2019-2020
22218,84K737,0.55611223,2020-2021
22219,84K737,0.50951904,2021-2022
22220,84K737,0.46292585,2022-2023
22221,84K737,0.50501,2023-2024
22222,84K738,,2014-2015
22223,84K738,,2015-2016
22224,84K738,0.71943885,2016-2017
22225,84K738,0.71142286,2017-2018
22226,84K738,0.78557116,2018-2019
22227,84K738,0.7767535,2019-2020
22228,84K738,0.7679359,2020-2021
22229,84K738,0.75911826,2021-2022
22230,84K738,,2022-2023
22231,84K738,0.741483,2023-2024
22232,84K739,,2014-2015
22233,84K739,,2015-2016
22234,84K739,0.45891783,2016-2017
22235,84K739,0.4488978,2017-2018
22236,84K739,0.6272545,2018-2019
22237,84K739,0.6272545,2019-2020
22238,84K739,0.6272545,2020-2021
22239,84K739,0.6272545,2021-2022
22240,84K739,,2022-2023
22241,84K739,,2023-2024
22242,84K740,,2009-2010
22243,84K740,0.456,2010-2011
22244,84K740,0.467,2011-2012
22245,84K740,0.66132265,2014-2015
22246,84K740,0.70941883,2015-2016
22247,84K740,0.47895792,2016-2017
22248,84K740,0.51703405,2017-2018
22249,84K740,0.56312627,2018-2019
22250,84K740,0.58767533,2019-2020
22251,84K740,0.61222446,2020-2021
22252,84K740,0.6367735,2021-2022
22253,84K740,0.66132265,2022-2023
22254,84K740,0.5290581,2023-2024
22255,84K741,,2016-2017
22256,84K741,0.9519038,2017-2018
22257,84K741,0.8076152,2018-2019
22258,84K741,0.8256513,2019-2020
22259,84K741,0.84368736,2020-2021
22260,84K741,0.8617234,2021-2022
22261,84K741,,2022-2023
22262,84K741,0.8977956,2023-2024
22263,84K742,0.419,2011-2012
22264,84K742,0.508,2012-2013
22265,84K742,0.49098197,2014-2015
22266,84K742,0.57715434,2015-2016
22267,84K742,0.61523044,2016-2017
22268,84K742,0.80961925,2017-2018
22269,84K742,0.76352704,2018-2019
22270,84K742,0.756513,2019-2020
22271,84K742,0.749499,2020-2021
22272,84K742,0.742485,2021-2022
22273,84K742,0.73547095,2022-2023
22274,84K742,0.743487,2023-2024
22275,84K744,0.95791584,2014-2015
22276,84K744,,2014-2015
22277,84K744,0.8236473,2015-2016
22278,84K744,,2015-2016
22279,84K744,0.91783565,2016-2017
22280,84K744,0.6793587,2016-2017
22281,84K744,0.94188374,2017-2018
22282,84K744,0.6833667,2017-2018
22283,84K744,0.70541084,2018-2019
22284,84K744,0.73947895,2018-2019
22285,84K744,0.7009018,2019-2020
22286,84K744,0.66232467,2020-2021
22287,84K744,0.62374747,2021-2022
22288,84K744,0.5851703,2022-2023
22289,84K744,0.741483,2022-2023
22290,84K744,0.6492986,2023-2024
22291,84K744,0.6833667,2023-2024
22292,84K746,0.25,2012-2013
22293,84K746,0.7735471,2014-2015
22294,84K746,0.6733467,2015-2016
22295,84K746,,2016-2017
22296,84K746,0.48096192,2017-2018
22297,84K746,,2018-2019
22298,84K746,0.5317301,2019-2020
22299,84K746,0.55711424,2020-2021
22300,84K746,0.5824983,2021-2022
22301,84K746,,2022-2023
22302,84K746,0.6332665,2023-2024
22303,84K752,,2016-2017
22304,84K752,0.98396796,2017-2018
22305,84K752,0.98998,2018-2019
22306,84K752,0.98998,2019-2020
22307,84K752,0.98998,2020-2021
22308,84K752,0.98998,2021-2022
22309,84K752,,2022-2023
22310,84K756,,2016-2017
22311,84K756,0.87374747,2017-2018
22312,84K756,,2018-2019
22313,84K756,0.9170341,2019-2020
22314,84K756,0.9386774,2020-2021
22315,84K756,0.96032065,2021-2022
22316,84K756,0.98196393,2022-2023
22317,84K756,0.94188374,2023-2024
22318,84K757,0.61523044,2014-2015
22319,84K757,0.6012024,2015-2016
22320,84K757,0.6533066,2016-2017
22321,84K757,,2016-2017
22322,84K757,0.4488978,2017-2018
22323,84K757,0.5350701,2017-2018
22324,84K757,0.62124246,2018-2019
22325,84K757,0.6052104,2018-2019
22326,84K757,0.63476956,2019-2020
22327,84K757,0.66432863,2020-2021
22328,84K757,0.69388777,2021-2022
22329,84K757,0.7234469,2022-2023
22330,84K757,,2022-2023
22331,84K757,0.78356713,2023-2024
22332,84K757,0.58717436,2023-2024
22333,84K758,0.5751503,2014-2015
22334,84K758,0.73947895,2015-2016
22335,84K758,0.65731466,2016-2017
22336,84K758,0.7014028,2017-2018
22337,84K758,0.68136275,2018-2019
22338,84K758,0.7059118,2019-2020
22339,84K758,0.73046094,2020-2021
22340,84K758,0.75501,2021-2022
22341,84K758,0.77955914,2022-2023
22342,84K758,0.8817635,2023-2024
22343,84K759,,2016-2017
22344,84K759,0.90380764,2017-2018
22345,84K759,0.7735471,2018-2019
22346,84K759,0.74048096,2019-2020
22347,84K759,0.7074148,2020-2021
22348,84K759,0.6743487,2021-2022
22349,84K759,0.64128256,2022-2023
22350,84K759,0.6432866,2023-2024
22351,84K766,,2018-2019
22352,84K766,,2019-2020
22353,84K766,,2020-2021
22354,84K766,,2021-2022
22355,84K766,0.82965934,2022-2023
22356,84K766,0.86773545,2023-2024
22357,84K769,0.51703405,2014-2015
22358,84K769,0.6252505,2015-2016
22359,84K769,0.56112224,2016-2017
22360,84K769,0.7074148,2017-2018
22361,84K769,0.5751503,2018-2019
22362,84K769,0.55831665,2019-2020
22363,84K769,0.541483,2020-2021
22364,84K769,0.5246493,2021-2022
22365,84K769,,2022-2023
22366,84K769,0.49098197,2023-2024
22367,84K772,,2017-2018
22368,84K772,1.0,2018-2019
22369,84K772,1.0,2019-2020
22370,84K772,1.0,2020-2021
22371,84K772,1.0,2021-2022
22372,84K772,1.0,2022-2023
22373,84K772,0.9799599,2023-2024
22374,84K774,0.6633267,2014-2015
22375,84K774,0.78957915,2015-2016
22376,84K774,0.91182363,2016-2017
22377,84K774,,2017-2018
22378,84K774,0.8036072,2018-2019
22379,84K774,0.75701404,2019-2020
22380,84K774,0.71042085,2020-2021
22381,84K774,0.66382766,2021-2022
22382,84K774,0.61723447,2022-2023
22383,84K774,0.57114226,2023-2024
22384,84K775,0.80961925,2014-2015
22385,84K775,0.96392787,2015-2016
22386,84K775,0.7915832,2016-2017
22387,84K775,,2016-2017
22388,84K775,0.6272545,2017-2018
22389,84K775,0.68136275,2017-2018
22390,84K775,0.52705413,2018-2019
22391,84K775,0.56312627,2018-2019
22392,84K775,0.5891784,2019-2020
22393,84K775,0.61523044,2020-2021
22394,84K775,0.64128256,2021-2022
22395,84K775,,2022-2023
22396,84K775,,2022-2023
22397,84K775,0.71943885,2023-2024
22398,84K775,0.5891784,2023-2024
22399,84K777,0.7955912,2014-2015
22400,84K777,,2014-2015
22401,84K777,0.82965934,2015-2016
22402,84K777,,2015-2016
22403,84K777,0.9058116,2016-2017
22404,84K777,0.8857716,2017-2018
22405,84K777,0.74549097,2018-2019
22406,84K777,0.74028057,2019-2020
22407,84K777,0.73507017,2020-2021
22408,84K777,0.7298597,2021-2022
22409,84K777,,2022-2023
22410,84K777,0.71943885,2023-2024
22411,84K780,0.757515,2014-2015
22412,84K780,,2014-2015
22413,84K780,0.8757515,2015-2016
22414,84K780,,2015-2016
22415,84K780,0.78557116,2016-2017
22416,84K780,,2017-2018
22417,84K780,,2018-2019
22418,84K780,0.78557116,2019-2020
22419,84K780,0.78557116,2020-2021
22420,84K780,0.78557116,2021-2022
22421,84K780,,2022-2023
22422,84K780,,2023-2024
22423,84K781,,2017-2018
22424,84K781,0.90781564,2018-2019
22425,84K781,0.9046092,2019-2020
22426,84K781,0.90140283,2020-2021
22427,84K781,0.8981964,2021-2022
22428,84K781,,2022-2023
22429,84K781,0.8917836,2023-2024
22430,84K782,0.586,2011-2012
22431,84K782,0.473,2012-2013
22432,84K782,0.5310621,2014-2015
22433,84K782,0.5531062,2015-2016
22434,84K782,0.6092184,2016-2017
22435,84K782,,2017-2018
22436,84K782,,2018-2019
22437,84K782,0.7044088,2019-2020
22438,84K782,0.73613894,2020-2021
22439,84K782,0.76786906,2021-2022
22440,84K782,0.7995992,2022-2023
22441,84K782,0.84368736,2023-2024
22442,84K784,,2017-2018
22443,84K784,0.8857716,2018-2019
22444,84K784,0.8041082,2019-2020
22445,84K784,0.7224449,2020-2021
22446,84K784,0.6407816,2021-2022
22447,84K784,0.5591182,2022-2023
22448,84K784,0.6993988,2023-2024
22449,84K785,0.7955912,2014-2015
22450,84K785,0.84368736,2015-2016
22451,84K785,0.96392787,2016-2017
22452,84K785,0.6032064,2017-2018
22453,84K785,0.65531063,2018-2019
22454,84K785,0.66533065,2019-2020
22455,84K785,0.6753507,2020-2021
22456,84K785,0.68537074,2021-2022
22457,84K785,,2022-2023
22458,84K785,0.70541084,2023-2024
22459,84K788,,2017-2018
22460,84K788,0.6533066,2018-2019
22461,84K788,0.6442886,2019-2020
22462,84K788,0.63527054,2020-2021
22463,84K788,0.62625253,2021-2022
22464,84K788,0.61723447,2022-2023
22465,84K788,0.4749499,2023-2024
22466,84K789,,2017-2018
22467,84K789,0.3787575,2018-2019
22468,84K789,0.498998,2019-2020
22469,84K789,0.6192385,2020-2021
22470,84K789,0.73947895,2021-2022
22471,84K789,0.85971946,2022-2023
22472,84K789,0.80961925,2023-2024
22473,84K790,,2017-2018
22474,84K790,0.66132265,2018-2019
22475,84K790,0.737475,2019-2020
22476,84K790,0.81362724,2020-2021
22477,84K790,0.88977957,2021-2022
22478,84K790,0.9659319,2022-2023
22479,84K790,0.7294589,2023-2024
22480,84K791,0.528,2011-2012
22481,84K791,0.518,2012-2013
22482,84K791,0.5951904,2014-2015
22483,84K791,0.6252505,2015-2016
22484,84K791,0.6773547,2016-2017
22485,84K791,0.5250501,2017-2018
22486,84K791,0.4288577,2018-2019
22487,84K791,0.48296595,2019-2020
22488,84K791,0.53707415,2020-2021
22489,84K791,0.59118235,2021-2022
22490,84K791,0.64529055,2022-2023
22491,84K791,0.54108214,2023-2024
22492,84K792,0.4729459,2014-2015
22493,84K792,0.53707415,2015-2016
22494,84K792,0.41082165,2016-2017
22495,84K792,0.28256512,2017-2018
22496,84K792,0.31062123,2018-2019
22497,84K792,0.38276553,2019-2020
22498,84K792,0.45490983,2020-2021
22499,84K792,0.52705413,2021-2022
22500,84K792,0.5991984,2022-2023
22501,84K792,0.52705413,2023-2024
22502,84K793,0.5290581,2014-2015
22503,84K793,0.7174349,2015-2016
22504,84K793,0.6793587,2016-2017
22505,84K793,0.8476954,2017-2018
22506,84K793,0.83767533,2018-2019
22507,84K793,0.8101202,2019-2020
22508,84K793,0.7825651,2020-2021
22509,84K793,0.75501,2021-2022
22510,84K793,0.7274549,2022-2023
22511,84K793,0.6272545,2023-2024
22512,84K796,0.41883767,2014-2015
22513,84K796,,2015-2016
22514,84K796,0.41883767,2019-2020
22515,84K796,0.41883767,2020-2021
22516,84K796,0.41883767,2021-2022
22517,84K797,0.302,2012-2013
